"","superhost","pax","bedrooms","price","review_rating","latitude","longitude","entire_home","hotel_room","shared_room","mininmum_nights","maximum_nights","availability_365","number_of_reviews","fullyBooked","instant_bookable"
"4277","FALSE",2,1,1000,3,-33.80839,18.47165,1,0,0,2,1125,364,1,FALSE,"FALSE"
"4278","FALSE",2,1,1248,4.67,-33.92327,18.41506,1,0,0,2,1125,365,79,FALSE,"TRUE"
"4279","FALSE",2,1,500,5,-34.05032,18.45678,1,0,0,2,1125,179,11,FALSE,"FALSE"
"4280","FALSE",4,2,1200,4.67,-34.13371,18.42918,1,0,0,14,180,215,3,FALSE,"FALSE"
"4281","TRUE",6,3,2640,5,-33.80539,18.46922,1,0,0,1,1125,255,5,FALSE,"FALSE"
"4282","TRUE",6,3,2464,4.6,-33.8052,18.46916,1,0,0,1,30,234,5,FALSE,"FALSE"
"4283","FALSE",2,1,260,4.98,-33.87473,18.63946,0,0,0,1,1125,28,47,FALSE,"FALSE"
"4284","FALSE",3,1,1611,4.9,-33.96509,18.37984,1,0,0,2,21,346,10,FALSE,"FALSE"
"4285","FALSE",2,1,650,4.85,-33.97113,18.64907,1,0,0,1,1125,365,13,FALSE,"FALSE"
"4286","FALSE",16,8,22126,4.5,-33.94836,18.38718,1,0,0,3,31,359,2,FALSE,"FALSE"
"4287","FALSE",4,2,650,4.5,-34.01825,18.38236,1,0,0,1,30,179,10,FALSE,"TRUE"
"4288","TRUE",4,2,1400,5,-33.9105,18.41374,1,0,0,2,28,137,53,FALSE,"TRUE"
"4289","FALSE",2,1,860,0,-33.82454,18.47917,0,0,0,4,1124,89,1,FALSE,"FALSE"
"4290","FALSE",2,1,350,5,-33.94573,18.5205,0,0,0,1,5,180,2,FALSE,"TRUE"
"4291","TRUE",2,1,1200,4.97,-33.99732,18.43393,1,0,0,2,1125,250,36,FALSE,"TRUE"
"4292","FALSE",2,1,750,5,-33.98293,18.45406,1,0,0,2,1125,62,2,FALSE,"FALSE"
"4293","FALSE",6,3,4542,4.86,-33.92245,18.37994,0,1,0,2,1125,1,7,FALSE,"TRUE"
"4294","TRUE",2,1,1421,4.88,-33.91254,18.41794,1,0,0,2,10,101,243,FALSE,"FALSE"
"4295","FALSE",1,1,300,4.74,-33.92872,18.45421,0,0,0,1,1125,271,38,FALSE,"TRUE"
"4296","TRUE",2,1,550,4.88,-33.92772,18.38046,0,0,0,1,1125,346,8,FALSE,"FALSE"
"4297","TRUE",2,2,498,4.59,-33.9214,18.38344,1,0,0,14,120,93,23,FALSE,"FALSE"
"4298","FALSE",4,2,828,5,-34.11897,18.39731,1,0,0,5,60,365,2,FALSE,"TRUE"
"4299","FALSE",1,1,250,4.67,-33.92825,18.45251,0,0,0,2,1125,271,51,FALSE,"TRUE"
"4300","FALSE",1,1,165,4.43,-33.94562,18.67339,0,0,0,2,365,294,28,FALSE,"FALSE"
"4301","TRUE",4,2,968,5,-33.9271,18.40275,1,0,0,3,180,309,33,FALSE,"FALSE"
"4302","FALSE",2,1,750,5,-33.8308,18.6653,0,0,0,1,1125,364,1,FALSE,"FALSE"
"4303","FALSE",2,1,983,5,-34.19661,18.42905,0,0,0,1,1125,296,9,FALSE,"TRUE"
"4304","TRUE",2,1,1100,5,-34.01102,18.35038,1,0,0,1,1125,331,51,FALSE,"FALSE"
"4305","FALSE",3,1,645,5,-34.02399,18.45628,0,0,0,2,1125,321,1,FALSE,"TRUE"
"4306","FALSE",10,5,4500,4.88,-34.00967,18.34228,1,0,0,7,30,302,8,FALSE,"FALSE"
"4307","FALSE",6,3,1200,4.69,-34.21372,18.46157,1,0,0,2,60,145,16,FALSE,"FALSE"
"4308","FALSE",4,2,2500,5,-33.94947,18.38715,1,0,0,1,1125,194,12,FALSE,"FALSE"
"4309","FALSE",3,1,714,4.91,-34.21494,18.46244,1,0,0,2,1125,345,46,FALSE,"FALSE"
"4310","FALSE",4,2,3814,5,-33.9097,18.41784,1,0,0,2,30,107,12,FALSE,"FALSE"
"4311","FALSE",2,1,1300,5,-33.8941,18.48322,1,0,0,2,30,179,1,FALSE,"FALSE"
"4312","FALSE",2,1,829,4.72,-33.91408,18.41468,1,0,0,2,1125,333,65,FALSE,"TRUE"
"4313","TRUE",1,1,236,5,-33.90998,18.39723,0,0,0,30,90,59,6,FALSE,"FALSE"
"4314","FALSE",4,2,921,4.25,-33.81569,18.47298,1,0,0,1,1125,339,8,FALSE,"TRUE"
"4315","FALSE",2,1,280,5,-33.95728,18.50217,0,0,0,1,14,88,4,FALSE,"FALSE"
"4316","TRUE",6,2,918,4.98,-33.92125,18.42402,1,0,0,1,1125,91,214,FALSE,"FALSE"
"4317","FALSE",2,1,2150,5,-33.9534,18.38762,1,0,0,3,1125,0,35,TRUE,"FALSE"
"4318","FALSE",7,4,4600,5,-34.02296,18.44759,1,0,0,7,30,358,2,FALSE,"FALSE"
"4319","TRUE",5,3,2000,5,-34.03359,18.45092,1,0,0,3,1125,358,8,FALSE,"FALSE"
"4320","FALSE",8,3,2800,4.75,-34.15379,18.86291,1,0,0,2,365,355,6,FALSE,"FALSE"
"4321","FALSE",4,2,1950,5,-33.93426,18.42499,1,0,0,5,1125,278,3,FALSE,"FALSE"
"4322","TRUE",2,1,500,4.67,-33.8646,18.61292,1,0,0,2,1125,357,9,FALSE,"TRUE"
"4323","FALSE",2,1,735,4.75,-33.91141,18.41576,0,0,0,1,1125,331,4,FALSE,"TRUE"
"4324","FALSE",2,1,1166,5,-33.82793,18.47975,0,0,0,2,1125,165,1,FALSE,"TRUE"
"4325","FALSE",2,1,400,4,-33.92722,18.41561,1,0,0,2,1125,361,2,FALSE,"FALSE"
"4326","FALSE",2,1,450,4.83,-33.80514,18.46812,1,0,0,2,365,204,41,FALSE,"TRUE"
"4327","FALSE",6,3,3500,4.86,-34.16248,18.86635,1,0,0,3,1125,300,7,FALSE,"FALSE"
"4328","FALSE",4,2,1250,4.81,-34.09365,18.87626,1,0,0,3,30,197,49,FALSE,"FALSE"
"4329","FALSE",4,1,820,4.67,-34.11876,18.83268,1,0,0,2,21,231,6,FALSE,"FALSE"
"4330","FALSE",6,3,5500,5,-34.12034,18.37488,1,0,0,10,60,268,1,FALSE,"FALSE"
"4331","TRUE",4,2,1270,5,-33.9431,18.42389,1,0,0,4,60,253,27,FALSE,"TRUE"
"4332","TRUE",4,2,2457,4.93,-33.91032,18.4159,1,0,0,2,1125,257,138,FALSE,"TRUE"
"4333","FALSE",2,1,500,4.35,-33.92528,18.41095,1,0,0,1,1125,357,51,FALSE,"FALSE"
"4334","FALSE",2,1,530,4.6,-33.96561,18.37914,1,0,0,30,365,303,6,FALSE,"FALSE"
"4335","FALSE",4,2,2500,5,-33.93532,18.4304,1,0,0,6,12,111,2,FALSE,"FALSE"
"4336","FALSE",2,1,450,1,-33.94325,18.53144,0,0,0,1,1000,364,1,FALSE,"TRUE"
"4337","FALSE",2,1,675,0,-33.80854,18.4816,0,0,1,3,30,180,1,FALSE,"TRUE"
"4338","FALSE",4,2,1882,4.63,-33.90773,18.40253,1,0,0,4,90,323,41,FALSE,"FALSE"
"4339","FALSE",4,1,1100,4.5,-33.82154,18.48286,0,0,0,1,1125,364,2,FALSE,"FALSE"
"4340","FALSE",16,4,650,4.5,-33.8714,18.65916,0,0,0,1,1125,182,2,FALSE,"TRUE"
"4341","TRUE",2,1,721,4.66,-33.94978,18.38423,0,0,0,2,1125,360,38,FALSE,"FALSE"
"4342","TRUE",2,1,375,4.97,-34.02519,18.50336,1,0,0,2,365,336,59,FALSE,"FALSE"
"4343","FALSE",2,1,469,4.71,-33.92889,18.4454,1,0,0,2,1125,301,7,FALSE,"TRUE"
"4344","FALSE",4,2,1600,4.92,-33.90844,18.41126,1,0,0,3,28,327,76,FALSE,"FALSE"
"4345","FALSE",2,1,750,5,-33.82001,18.48453,0,0,0,1,1125,364,1,FALSE,"FALSE"
"4346","FALSE",8,4,13857,5,-34.09887,18.36148,1,0,0,1,1125,296,2,FALSE,"TRUE"
"4347","FALSE",4,1,700,4.81,-33.90903,18.39603,1,0,0,2,1125,316,42,FALSE,"FALSE"
"4348","TRUE",6,3,1900,4.83,-34.05471,18.85607,1,0,0,3,30,102,35,FALSE,"TRUE"
"4349","FALSE",2,1,448,4.88,-33.93052,18.40603,0,0,0,2,1125,180,40,FALSE,"FALSE"
"4350","FALSE",2,2,1114,0,-34.00256,18.46526,1,0,0,1,1125,362,1,FALSE,"TRUE"
"4351","FALSE",2,1,550,3.5,-33.8574,18.50492,1,0,0,1,1125,365,5,FALSE,"FALSE"
"4352","TRUE",6,3,3500,4.67,-33.85532,18.49457,1,0,0,3,1125,247,17,FALSE,"TRUE"
"4353","FALSE",6,3,4519,5,-34.14284,18.43089,1,0,0,2,30,326,2,FALSE,"FALSE"
"4354","FALSE",2,1,1000,4.86,-33.98706,18.45571,1,0,0,2,1125,180,7,FALSE,"FALSE"
"4355","FALSE",10,5,18286,5,-33.96647,18.38181,1,0,0,3,1125,335,5,FALSE,"FALSE"
"4356","FALSE",4,2,650,5,-34.10534,18.47408,1,0,0,2,30,80,11,FALSE,"FALSE"
"4357","TRUE",4,2,1343,4.88,-33.91335,18.41472,1,0,0,2,1125,40,104,FALSE,"TRUE"
"4358","FALSE",4,2,2000,4.45,-33.92676,18.37963,1,0,0,14,120,202,11,FALSE,"TRUE"
"4359","TRUE",4,2,736,4.99,-34.15771,18.4318,1,0,0,2,30,319,93,FALSE,"TRUE"
"4360","FALSE",2,1,688,5,-33.78845,18.45802,1,0,0,7,30,242,6,FALSE,"FALSE"
"4361","FALSE",2,1,430,5,-33.8524,18.64764,0,0,0,1,3,0,6,TRUE,"FALSE"
"4362","FALSE",4,1,800,4.67,-34.11636,18.82576,1,0,0,3,21,365,3,FALSE,"FALSE"
"4363","TRUE",2,1,630,4.8,-34.08921,18.4572,0,0,0,1,30,335,10,FALSE,"TRUE"
"4364","FALSE",2,1,400,4,-34.01794,18.50865,0,0,0,1,1125,241,4,FALSE,"TRUE"
"4365","FALSE",6,3,1320,5,-34.1682,18.43125,1,0,0,5,1125,60,1,FALSE,"FALSE"
"4366","FALSE",4,2,461,4.69,-33.90823,18.40882,1,0,0,1,90,307,97,FALSE,"FALSE"
"4367","TRUE",2,1,450,4.57,-34.09141,18.45638,0,0,0,1,30,329,30,FALSE,"FALSE"
"4368","FALSE",2,1,850,5,-33.93359,18.41395,1,0,0,6,14,88,1,FALSE,"FALSE"
"4369","FALSE",2,1,550,4,-34.11501,18.83516,0,0,0,3,1125,365,1,FALSE,"FALSE"
"4370","TRUE",6,3,764,4.84,-34.1997,18.37794,1,0,0,2,1125,4,114,FALSE,"FALSE"
"4371","FALSE",2,1,550,5,-33.99213,18.46631,1,0,0,4,1125,333,6,FALSE,"FALSE"
"4372","FALSE",4,2,1100,4,-33.8895,18.51587,1,0,0,4,300,300,2,FALSE,"FALSE"
"4373","FALSE",6,3,2850,5,-33.9721,18.47313,1,0,0,5,1125,267,1,FALSE,"FALSE"
"4374","FALSE",2,1,637,4.8,-33.91088,18.39519,1,0,0,2,1125,292,175,FALSE,"FALSE"
"4375","TRUE",4,2,357,4.96,-34.06089,18.45119,1,0,0,2,300,164,25,FALSE,"FALSE"
"4376","FALSE",6,2,2658,4.85,-33.92214,18.42185,1,0,0,7,1125,173,14,FALSE,"FALSE"
"4377","FALSE",2,1,550,5,-33.80726,18.50288,0,0,0,2,1125,88,1,FALSE,"FALSE"
"4378","FALSE",4,2,975,4.79,-33.92962,18.45491,1,0,0,3,30,166,24,FALSE,"FALSE"
"4379","FALSE",5,3,7000,5,-33.96144,18.37291,1,0,0,4,1125,351,2,FALSE,"FALSE"
"4380","FALSE",4,2,2500,5,-33.81635,18.66309,1,0,0,2,1125,304,1,FALSE,"TRUE"
"4381","FALSE",4,2,471,4.73,-34.10088,18.46931,1,0,0,2,1125,182,11,FALSE,"FALSE"
"4382","TRUE",2,1,406,4.87,-34.01898,18.46341,1,0,0,2,1125,355,67,FALSE,"TRUE"
"4383","TRUE",2,1,860,4.6,-34.1028,18.47546,0,1,0,1,1125,328,15,FALSE,"TRUE"
"4384","FALSE",4,2,2255,4.17,-33.9261,18.41425,1,0,0,3,90,332,6,FALSE,"TRUE"
"4385","FALSE",15,6,4900,4,-33.98632,18.47222,1,0,0,1,1000,158,4,FALSE,"FALSE"
"4386","TRUE",4,2,1343,4.82,-33.82513,18.48445,1,0,0,6,1125,141,11,FALSE,"FALSE"
"4387","TRUE",4,2,2214,4.85,-33.82531,18.48548,1,0,0,6,1125,308,13,FALSE,"FALSE"
"4388","FALSE",6,3,3200,5,-33.80073,18.46145,1,0,0,5,50,289,7,FALSE,"FALSE"
"4389","FALSE",6,3,3500,4.78,-33.94823,18.38102,1,0,0,1,1125,31,51,FALSE,"FALSE"
"4390","TRUE",4,2,7429,4.94,-33.92908,18.37661,1,0,0,2,36,302,67,FALSE,"FALSE"
"4391","FALSE",4,2,1800,0,-33.84988,18.49258,0,0,0,3,12,365,1,FALSE,"TRUE"
"4392","FALSE",2,1,930,4.91,-33.95209,18.38325,1,0,0,1,1125,240,151,FALSE,"TRUE"
"4393","FALSE",6,3,2500,5,-34.03338,18.45025,1,0,0,4,21,34,5,FALSE,"TRUE"
"4394","FALSE",2,1,700,4,-34.13089,18.44766,1,0,0,7,1125,181,3,FALSE,"TRUE"
"4395","TRUE",8,4,3643,4.96,-34.13325,18.3362,1,0,0,3,30,148,29,FALSE,"FALSE"
"4396","TRUE",6,3,3500,4.89,-33.9107,18.41508,1,0,0,3,1125,173,68,FALSE,"TRUE"
"4397","FALSE",2,1,400,5,-33.89583,18.62164,1,0,0,5,1125,0,4,TRUE,"FALSE"
"4398","FALSE",6,3,3381,5,-33.93701,18.44632,1,0,0,3,1125,49,1,FALSE,"FALSE"
"4399","FALSE",6,3,1414,4.98,-33.94925,18.38704,1,0,0,3,1125,306,46,FALSE,"FALSE"
"4400","FALSE",1,1,185,4.56,-33.94594,18.67269,0,0,0,2,365,346,9,FALSE,"FALSE"
"4401","TRUE",6,3,3600,4.98,-33.91916,18.382,1,0,0,3,14,294,48,FALSE,"TRUE"
"4402","FALSE",2,1,500,5,-33.91086,18.39723,0,0,0,2,25,364,13,FALSE,"FALSE"
"4403","FALSE",2,1,706,4.57,-33.80924,18.48041,1,0,0,2,210,29,7,FALSE,"TRUE"
"4404","FALSE",2,1,650,4.44,-33.92821,18.42182,1,0,0,1,1125,0,39,TRUE,"TRUE"
"4405","TRUE",2,1,752,4.96,-33.90862,18.40806,1,0,0,2,60,1,140,FALSE,"TRUE"
"4406","FALSE",3,2,1786,4.91,-33.9666,18.38224,1,0,0,6,1125,339,77,FALSE,"FALSE"
"4407","TRUE",2,1,500,4.88,-33.93827,18.40073,0,0,0,2,1125,179,34,FALSE,"FALSE"
"4408","FALSE",2,2,650,3.33,-34.13436,18.43246,1,0,0,4,90,177,3,FALSE,"FALSE"
"4409","FALSE",4,2,1000,4.55,-34.19664,18.44708,1,0,0,2,365,301,42,FALSE,"FALSE"
"4410","FALSE",8,4,2000,4.63,-34.06301,18.88215,1,0,0,5,14,11,8,FALSE,"FALSE"
"4411","TRUE",2,1,759,4.99,-34.06498,18.83476,1,0,0,2,200,345,75,FALSE,"TRUE"
"4412","TRUE",5,3,800,4.68,-33.85691,18.49348,1,0,0,3,1125,323,44,FALSE,"TRUE"
"4413","FALSE",4,1,390,3.5,-33.94045,18.48769,0,0,0,2,31,362,2,FALSE,"FALSE"
"4414","FALSE",5,2,850,3,-33.93586,18.40139,1,0,0,7,45,36,2,FALSE,"FALSE"
"4415","FALSE",4,2,1400,4.84,-34.01547,18.36378,1,0,0,7,1125,118,19,FALSE,"TRUE"
"4416","TRUE",2,1,697,5,-34.03965,18.42838,0,0,0,1,1125,272,90,FALSE,"FALSE"
"4417","TRUE",2,1,1166,4.88,-33.9662,18.37932,1,0,0,2,1125,270,189,FALSE,"FALSE"
"4418","FALSE",1,3,563,4,-33.83305,18.49519,0,0,0,1,1125,364,1,FALSE,"FALSE"
"4419","TRUE",2,1,1175,4.67,-33.90973,18.41256,0,0,0,1,1125,45,15,FALSE,"TRUE"
"4420","FALSE",4,2,540,4.82,-34.02971,18.47384,0,0,0,1,30,365,20,FALSE,"FALSE"
"4421","FALSE",2,1,500,4.88,-34.19454,18.43124,0,0,0,1,1125,82,33,FALSE,"TRUE"
"4422","FALSE",2,1,392,5,-33.88981,18.49295,1,0,0,7,90,118,1,FALSE,"FALSE"
"4423","TRUE",4,2,2400,5,-34.12662,18.44819,1,0,0,1,1125,266,1,FALSE,"TRUE"
"4424","FALSE",4,2,1114,5,-33.95408,18.37786,1,0,0,3,1125,187,9,FALSE,"FALSE"
"4425","FALSE",3,2,750,5,-33.89841,18.54575,1,0,0,2,1125,241,15,FALSE,"FALSE"
"4426","TRUE",6,3,3889,4.88,-33.92529,18.37845,1,0,0,2,1125,343,34,FALSE,"FALSE"
"4427","TRUE",4,2,2990,4.9,-33.92523,18.37843,1,0,0,2,1125,239,51,FALSE,"FALSE"
"4428","TRUE",4,2,2200,4.94,-33.92523,18.37845,1,0,0,2,1125,91,48,FALSE,"FALSE"
"4429","FALSE",2,1,1000,4.71,-33.92151,18.38229,1,0,0,3,1125,105,21,FALSE,"FALSE"
"4430","FALSE",6,3,1250,4,-34.08727,18.46121,1,0,0,10,30,77,3,FALSE,"FALSE"
"4431","FALSE",2,1,400,5,-34.01129,18.38512,1,0,0,2,1125,325,15,FALSE,"TRUE"
"4432","TRUE",10,5,11024,4.89,-33.9541,18.38722,1,0,0,4,1125,300,9,FALSE,"FALSE"
"4433","TRUE",8,4,8155,5,-33.96172,18.38471,1,0,0,4,1125,214,3,FALSE,"FALSE"
"4434","FALSE",2,1,500,4.5,-33.97681,18.4629,1,0,0,90,1125,363,4,FALSE,"TRUE"
"4435","FALSE",4,2,3207,4.63,-33.9131,18.42484,1,0,0,2,100,349,32,FALSE,"TRUE"
"4436","FALSE",2,1,600,4.52,-34.06249,18.83783,1,0,0,2,28,365,29,FALSE,"FALSE"
"4437","FALSE",4,2,1200,4.63,-34.06209,18.83718,1,0,0,2,28,356,48,FALSE,"FALSE"
"4438","TRUE",10,5,3000,4.88,-34.04209,18.36022,1,0,0,5,1125,341,8,FALSE,"FALSE"
"4439","FALSE",4,2,2757,4.5,-33.9132,18.40937,1,0,0,2,30,59,6,FALSE,"FALSE"
"4440","FALSE",2,1,600,5,-34.04805,18.45555,0,0,0,3,1125,87,1,FALSE,"FALSE"
"4441","FALSE",6,2,1999,4.5,-33.92069,18.37997,1,0,0,1,7,10,2,FALSE,"FALSE"
"4442","FALSE",2,1,600,4.85,-33.88426,18.49485,1,0,0,2,1125,165,26,FALSE,"FALSE"
"4443","TRUE",2,1,795,5,-34.03854,18.42787,1,0,0,3,1125,71,2,FALSE,"FALSE"
"4444","FALSE",4,2,1250,4.93,-33.89463,18.48286,1,0,0,2,14,322,28,FALSE,"FALSE"
"4445","TRUE",10,3,2460,4.78,-34.0935,18.47704,1,0,0,2,120,199,49,FALSE,"FALSE"
"4446","FALSE",2,1,551,4.46,-33.92883,18.42167,1,0,0,1,1125,327,54,FALSE,"FALSE"
"4447","FALSE",4,2,1808,4,-33.91193,18.41462,1,0,0,5,180,364,1,FALSE,"FALSE"
"4448","TRUE",8,4,5000,5,-34.01528,18.4312,1,0,0,10,1125,20,1,FALSE,"FALSE"
"4449","FALSE",7,2,600,5,-33.85165,18.49433,0,0,0,1,40,352,1,FALSE,"FALSE"
"4450","FALSE",2,1,363,5,-33.85968,18.6826,0,0,0,1,8,89,4,FALSE,"FALSE"
"4451","TRUE",4,2,1050,4.98,-34.20541,18.45523,1,0,0,1,90,269,174,FALSE,"TRUE"
"4452","FALSE",6,3,1500,4.75,-33.90979,18.39955,1,0,0,30,1125,45,122,FALSE,"TRUE"
"4453","FALSE",2,1,400,4.96,-33.93233,18.41621,0,0,0,3,60,259,24,FALSE,"TRUE"
"4454","FALSE",8,4,4500,5,-34.03964,18.34842,1,0,0,10,17,333,1,FALSE,"FALSE"
"4455","FALSE",2,1,550,5,-33.80746,18.46983,0,0,0,2,1125,365,3,FALSE,"FALSE"
"4456","TRUE",4,2,1200,4.88,-33.92456,18.3775,1,0,0,6,1125,187,56,FALSE,"FALSE"
"4457","TRUE",7,4,2410,4.86,-33.82937,18.48154,1,0,0,3,1118,208,96,FALSE,"FALSE"
"4458","FALSE",2,1,567,4.38,-33.93743,18.42204,1,0,0,3,1125,365,13,FALSE,"TRUE"
"4459","FALSE",2,1,346,5,-33.8324,18.5017,0,0,0,1,85,21,5,FALSE,"FALSE"
"4460","FALSE",5,2,750,4.85,-34.13994,18.43121,1,0,0,3,1125,301,61,FALSE,"TRUE"
"4461","TRUE",4,1,500,4.85,-34.05933,18.86153,1,0,0,3,1125,242,175,FALSE,"FALSE"
"4462","FALSE",10,4,5500,5,-34.09863,18.39037,1,0,0,7,30,0,1,TRUE,"FALSE"
"4463","TRUE",8,4,3357,4.87,-33.82538,18.48432,1,0,0,4,1125,308,38,FALSE,"TRUE"
"4464","TRUE",6,3,1500,4.92,-33.97769,18.49993,1,0,0,3,84,266,12,FALSE,"TRUE"
"4465","TRUE",2,1,320,4.89,-33.86477,18.5644,0,0,0,1,14,176,19,FALSE,"FALSE"
"4466","TRUE",3,1,939,4.79,-33.90849,18.40847,1,0,0,2,1125,365,33,FALSE,"FALSE"
"4467","FALSE",6,2,650,4.86,-33.90015,18.64848,1,0,0,2,1125,365,7,FALSE,"FALSE"
"4468","TRUE",10,5,6849,4.73,-33.95764,18.37748,1,0,0,1,1125,130,11,FALSE,"FALSE"
"4469","FALSE",2,1,500,5,-34.03544,18.48905,0,0,0,2,30,364,1,FALSE,"FALSE"
"4470","FALSE",8,3,2300,5,-34.02268,18.44702,1,0,0,7,15,83,2,FALSE,"TRUE"
"4471","TRUE",2,1,971,4.92,-33.94991,18.38132,0,0,0,2,1125,176,141,FALSE,"FALSE"
"4472","FALSE",2,1,995,4.96,-33.92418,18.42121,1,0,0,3,1125,227,48,FALSE,"FALSE"
"4473","FALSE",1,1,250,4,-34.05784,18.45929,0,0,0,5,5,90,1,FALSE,"TRUE"
"4474","TRUE",2,1,1160,4.83,-33.92479,18.42244,1,0,0,4,90,303,42,FALSE,"TRUE"
"4475","FALSE",2,1,650,4.62,-34.16263,18.43013,0,0,0,2,1125,117,45,FALSE,"TRUE"
"4476","TRUE",2,1,1436,5,-34.12425,18.4481,0,0,0,1,1125,214,3,FALSE,"TRUE"
"4477","TRUE",4,2,2429,4.79,-33.95918,18.38063,1,0,0,3,1124,301,66,FALSE,"FALSE"
"4478","FALSE",1,1,1500,0,-33.8092,18.66841,0,0,0,1,20,363,1,FALSE,"TRUE"
"4479","TRUE",2,1,1243,4.5,-34.1267,18.44788,0,0,0,1,1125,321,6,FALSE,"TRUE"
"4480","FALSE",4,2,1651,0,-33.82728,18.4819,0,0,0,1,1125,165,1,FALSE,"TRUE"
"4481","FALSE",4,2,1286,4.89,-33.93077,18.44219,1,0,0,4,30,8,47,FALSE,"FALSE"
"4482","TRUE",4,2,1028,4.8,-33.91557,18.39354,1,0,0,3,1125,104,91,FALSE,"TRUE"
"4483","FALSE",4,2,850,5,-33.87141,18.57739,0,0,0,2,14,90,1,FALSE,"TRUE"
"4484","FALSE",6,3,1351,5,-34.1658,18.86128,1,0,0,7,365,138,8,FALSE,"FALSE"
"4485","TRUE",6,3,4414,4.5,-33.96211,18.37497,1,0,0,1,1125,202,12,FALSE,"FALSE"
"4486","FALSE",4,2,1829,4.75,-33.9157,18.42019,1,0,0,2,300,350,84,FALSE,"FALSE"
"4487","TRUE",3,1,1000,4.98,-33.92519,18.38608,1,0,0,2,1125,314,123,FALSE,"FALSE"
"4488","FALSE",6,3,1200,0,-33.96105,18.48991,1,0,0,30,1125,179,1,FALSE,"TRUE"
"4489","TRUE",4,2,800,4.92,-34.03798,18.35018,1,0,0,3,1125,28,12,FALSE,"TRUE"
"4490","FALSE",2,1,750,4.78,-33.9199,18.38433,1,0,0,5,90,333,11,FALSE,"FALSE"
"4491","FALSE",2,1,783,4.82,-33.89414,18.48202,1,0,0,2,1125,160,62,FALSE,"FALSE"
"4492","FALSE",1,1,450,5,-33.89401,18.63876,1,0,0,1,90,365,1,FALSE,"TRUE"
"4493","TRUE",6,3,1200,4.84,-34.13527,18.84552,1,0,0,5,1125,212,19,FALSE,"TRUE"
"4494","TRUE",2,1,695,4.5,-33.98307,18.45744,0,0,0,1,1125,365,12,FALSE,"TRUE"
"4495","TRUE",6,3,2275,5,-34.1397,18.32593,1,0,0,5,1125,365,2,FALSE,"TRUE"
"4496","FALSE",7,4,6500,5,-34.08,18.43479,1,0,0,7,21,358,1,FALSE,"FALSE"
"4497","FALSE",16,8,10000,5,-33.88389,18.59016,1,0,0,7,1125,349,1,FALSE,"TRUE"
"4498","FALSE",8,4,3200,5,-34.13704,18.41964,1,0,0,7,30,347,2,FALSE,"FALSE"
"4499","TRUE",4,2,1699,5,-34.1526,18.86125,1,0,0,3,60,157,7,FALSE,"FALSE"
"4500","FALSE",2,1,530,4.58,-33.93064,18.42528,1,0,0,2,365,183,91,FALSE,"FALSE"
"4501","TRUE",2,1,700,4.82,-33.911,18.39405,1,0,0,2,1125,214,90,FALSE,"TRUE"
"4502","TRUE",2,2,521,5,-33.91204,18.39041,1,0,0,180,1125,29,26,FALSE,"FALSE"
"4503","TRUE",2,1,1950,4.96,-33.90963,18.42092,1,0,0,2,1125,298,53,FALSE,"TRUE"
"4504","TRUE",2,1,929,4.98,-33.90808,18.41225,1,0,0,3,1125,175,81,FALSE,"FALSE"
"4505","TRUE",2,1,1900,5,-34.05886,18.85536,0,0,0,1,15,363,3,FALSE,"FALSE"
"4506","FALSE",2,1,943,4.11,-34.12739,18.83627,1,0,0,5,30,47,9,FALSE,"TRUE"
"4507","FALSE",2,1,795,0,-33.93154,18.41029,1,0,0,2,1125,341,1,FALSE,"FALSE"
"4508","TRUE",4,2,789,4.73,-33.92876,18.4221,1,0,0,30,365,332,66,FALSE,"FALSE"
"4509","TRUE",5,3,3241,5,-33.73609,18.45097,1,0,0,30,1125,364,2,FALSE,"FALSE"
"4510","TRUE",2,1,1110,4.95,-33.92343,18.4213,1,0,0,2,365,88,110,FALSE,"FALSE"
"4511","FALSE",8,3,2874,4.8,-34.04151,18.37385,1,0,0,7,1125,87,11,FALSE,"FALSE"
"4512","FALSE",8,4,3330,5,-34.01501,18.36165,1,0,0,10,1124,31,5,FALSE,"FALSE"
"4513","FALSE",8,4,6500,5,-33.72297,18.44436,1,0,0,10,21,365,1,FALSE,"TRUE"
"4514","FALSE",2,1,721,4.78,-33.92378,18.41588,1,0,0,2,1124,320,78,FALSE,"TRUE"
"4515","TRUE",5,2,1285,5,-34.19551,18.43891,1,0,0,4,28,248,3,FALSE,"FALSE"
"4516","TRUE",8,3,1870,4.77,-34.14178,18.32398,1,0,0,4,28,333,52,FALSE,"FALSE"
"4517","FALSE",4,1,400,5,-34.03963,18.67404,0,0,0,1,190,365,7,FALSE,"FALSE"
"4518","TRUE",6,3,1786,4.72,-33.7994,18.5737,1,0,0,2,1125,209,50,FALSE,"TRUE"
"4519","FALSE",6,2,4675,3.33,-33.92434,18.38359,0,0,0,1,30,365,3,FALSE,"FALSE"
"4520","FALSE",2,1,2992,5,-33.92456,18.38385,0,0,0,1,30,365,1,FALSE,"FALSE"
"4521","FALSE",2,1,1496,5,-33.92463,18.38359,0,0,0,1,1125,365,21,FALSE,"FALSE"
"4522","TRUE",4,1,350,4.75,-33.93519,18.46442,1,0,0,2,365,328,72,FALSE,"FALSE"
"4523","FALSE",4,2,1252,4.71,-33.9251,18.41593,1,0,0,5,90,298,62,FALSE,"TRUE"
